"TripType","VisitNumber","Weekday","Upc","ScanCount","DepartmentDescription","FinelineNumber"
39,8432,"Saturday",2840042171,1,"DSD GROCERY",9256
39,8432,"Saturday",2840042158,2,"DSD GROCERY",9256
39,8432,"Saturday",2840042158,-1,"DSD GROCERY",9256
39,8432,"Saturday",68113106994,1,"PERSONAL CARE",1411
7,8433,"Saturday",2840006399,1,"DSD GROCERY",7002
7,8433,"Saturday",8000049564,1,"GROCERY DRY GOODS",2901
37,8434,"Saturday",78035378403,2,"PRODUCE",3601
37,8434,"Saturday",4087,1,"PRODUCE",7803
37,8434,"Saturday",4062,1,"PRODUCE",8104
37,8434,"Saturday",7874235328,1,"GROCERY DRY GOODS",4602
37,8434,"Saturday",7942621188,2,"GROCERY DRY GOODS",4603
37,8434,"Saturday",7049121277,1,"DSD GROCERY",1707
37,8434,"Saturday",7942623100,1,"GROCERY DRY GOODS",4603
37,8434,"Saturday",65876135802,1,"MEAT - FRESH & FROZEN",6074
37,8434,"Saturday",7874212310,1,"MEAT - FRESH & FROZEN",6087
37,8434,"Saturday",6414460244,1,"GROCERY DRY GOODS",2812
26,8435,"Saturday",2006620546,3,"PAINT AND ACCESSORIES",1017
26,8435,"Saturday",72450409153,1,"PAINT AND ACCESSORIES",1021
26,8435,"Saturday",7392884133,1,"LAWN AND GARDEN",91
26,8435,"Saturday",2149600285,1,"LAWN AND GARDEN",5095
9,8436,"Saturday",2226534740,2,"ELECTRONICS",1200
9,8436,"Saturday",2226534740,-1,"ELECTRONICS",1200
9,8438,"Saturday",68113146701,1,"1-HR PHOTO",150
8,8439,"Saturday",3700003153,1,"PERSONAL CARE",203
6,8441,"Saturday",8066095621,1,"LIQUOR,WINE,BEER",1107
6,8441,"Saturday",8411410814,1,"DSD GROCERY",9275
6,8441,"Saturday",1411391203,1,"PRODUCE",4604
6,8441,"Saturday",4900004086,1,"DSD GROCERY",9546
8,8442,"Saturday",4000045869,1,"IMPULSE MERCHANDISE",125
8,8442,"Saturday",1111141833,1,"PERSONAL CARE",9113
8,8442,"Saturday",3485600408,1,"IMPULSE MERCHANDISE",801
40,8443,"Saturday",63878368534,1,"MENSWEAR",6326
40,8443,"Saturday",66509864716,1,"HOME DECOR",5542
40,8443,"Saturday",68113109958,1,"HOUSEHOLD CHEMICALS/SUPP",8599
40,8443,"Saturday",87799102156,1,"HOME DECOR",4
40,8443,"Saturday",4790031410,1,"GROCERY DRY GOODS",3353
40,8443,"Saturday",7480618830,1,"LIQUOR,WINE,BEER",2900
40,8443,"Saturday",7480618940,1,"LIQUOR,WINE,BEER",2900
40,8443,"Saturday",4650076381,1,"HOUSEHOLD CHEMICALS/SUPP",8939
40,8443,"Saturday",1600044511,1,"GROCERY DRY GOODS",3506
40,8443,"Saturday",83119300591,1,"FROZEN FOODS",2005
40,8443,"Saturday",87799100064,1,"HOME DECOR",4
40,8443,"Saturday",1980003674,1,"HOUSEHOLD CHEMICALS/SUPP",1555
40,8443,"Saturday",66509864717,1,"HOME DECOR",5542
40,8443,"Saturday",1070002152,1,"CANDY, TOBACCO, COOKIES",521
40,8443,"Saturday",1420053545,1,"CANDY, TOBACCO, COOKIES",707
40,8443,"Saturday",2430004444,1,"COMM BREAD",3723
40,8443,"Saturday",5210000245,1,"GROCERY DRY GOODS",4259
40,8443,"Saturday",2430004442,1,"COMM BREAD",3723
40,8443,"Saturday",87832600007,2,"GROCERY DRY GOODS",3401
40,8443,"Saturday",2340000655,1,"HOUSEHOLD CHEMICALS/SUPP",1555
40,8443,"Saturday",2430004459,3,"COMM BREAD",3723
40,8443,"Saturday",1980003663,1,"HOUSEHOLD CHEMICALS/SUPP",1555
40,8443,"Saturday",3700039363,1,"HOUSEHOLD PAPER GOODS",2014
40,8443,"Saturday",3400056002,1,"CANDY, TOBACCO, COOKIES",28
40,8443,"Saturday",1980003659,1,"HOUSEHOLD CHEMICALS/SUPP",1555
40,8443,"Saturday",2800008040,1,"CANDY, TOBACCO, COOKIES",521
40,8443,"Saturday",7172053046,1,"CANDY, TOBACCO, COOKIES",521
40,8443,"Saturday",2340000098,1,"HOUSEHOLD CHEMICALS/SUPP",1555
40,8443,"Saturday",1980003667,1,"HOUSEHOLD CHEMICALS/SUPP",1555
40,8443,"Saturday",3800084503,1,"DSD GROCERY",3353
40,8443,"Saturday",4900002468,2,"DSD GROCERY",3042
40,8443,"Saturday",72977641515,1,"GROCERY DRY GOODS",3401
40,8443,"Saturday",3800084485,1,"DSD GROCERY",3353
40,8443,"Saturday",2430004459,-1,"COMM BREAD",3723
40,8443,"Saturday",7920029848,1,"CANDY, TOBACCO, COOKIES",35
40,8443,"Saturday",3400056023,1,"CANDY, TOBACCO, COOKIES",28
40,8443,"Saturday",89470001012,3,"DAIRY",1450
40,8443,"Saturday",4650070940,1,"HOUSEHOLD CHEMICALS/SUPP",8599
40,8443,"Saturday",7600114679,1,"HOME DECOR",5542
40,8443,"Saturday",7140001674,1,"LADIES SOCKS",3785
40,8443,"Saturday",89470001009,1,"DAIRY",1450
40,8443,"Saturday",7615033230,1,"DSD GROCERY",3650
40,8443,"Saturday",2340035000,1,"HOUSEHOLD CHEMICALS/SUPP",1555
40,8443,"Saturday",81829001420,1,"DAIRY",1436
40,8443,"Saturday",2340099808,2,"HOUSEHOLD CHEMICALS/SUPP",1555
40,8443,"Saturday",1600048643,1,"GROCERY DRY GOODS",3556
40,8443,"Saturday",87799103673,1,"HOME DECOR",4
40,8443,"Saturday",2200001189,1,"CANDY, TOBACCO, COOKIES",707
40,8443,"Saturday",72499641798,1,"MENSWEAR",6543
40,8443,"Saturday",7480618790,1,"LIQUOR,WINE,BEER",2900
40,8443,"Saturday",72136601428,1,"HOME DECOR",5540
40,8443,"Saturday",81829001271,1,"DAIRY",1450
40,8443,"Saturday",73402031013,1,"DSD GROCERY",2597
40,8443,"Saturday",66509864725,1,"HOME DECOR",5542
40,8443,"Saturday",2340001070,1,"HOUSEHOLD CHEMICALS/SUPP",1555
40,8443,"Saturday",81829001386,2,"DAIRY",1450
40,8443,"Saturday",88741486251,1,"MENSWEAR",6598
40,8443,"Saturday",88907785873,1,"MENSWEAR",6327
40,8443,"Saturday",7480618620,1,"LIQUOR,WINE,BEER",2900
40,8443,"Saturday",87799103711,1,"HOME DECOR",4
40,8443,"Saturday",4650076380,1,"HOUSEHOLD CHEMICALS/SUPP",8939
40,8443,"Saturday",2149601461,1,"HORTICULTURE AND ACCESS",5211
6,8444,"Saturday",7199010002,1,"LIQUOR,WINE,BEER",100
32,8446,"Saturday",64541659392,1,"CELEBRATION",530
32,8446,"Saturday",3700086358,1,"INFANT CONSUMABLE HARDLINES",272
32,8446,"Saturday",64541685493,1,"CELEBRATION",73
32,8446,"Saturday",3400000239,1,"IMPULSE MERCHANDISE",100
32,8446,"Saturday",7430000300,1,"INFANT CONSUMABLE HARDLINES",2116
32,8446,"Saturday",7618316372,1,"DSD GROCERY",3054
32,8446,"Saturday",38137002494,1,"INFANT CONSUMABLE HARDLINES",2105
32,8446,"Saturday",4900002620,1,"DSD GROCERY",9546
32,8446,"Saturday",2840042158,1,"DSD GROCERY",9256
39,8447,"Saturday",4154806992,1,"FROZEN FOODS",9110
39,8447,"Saturday",7100703172,1,"FROZEN FOODS",4065
39,8447,"Saturday",4282560163,1,"MENS WEAR",8227
39,8447,"Saturday",7874206337,1,"HOUSEHOLD PAPER GOODS",202
39,8447,"Saturday",4227200051,1,"FROZEN FOODS",4130
39,8447,"Saturday",2500005466,1,"DAIRY",1407
39,8447,"Saturday",7874202501,1,"DSD GROCERY",3301
39,8447,"Saturday",7279000032,1,"PERSONAL CARE",6118
999,8449,"Saturday",3204601446,-1,"HOME DECOR",202
8,8450,"Saturday",82927452099,1,"PETS AND SUPPLIES",3510
9,8454,"Saturday",7278223060,1,"OFFICE SUPPLIES",5005
9,8454,"Saturday",7771175530,1,"OFFICE SUPPLIES",5001
9,8455,"Saturday",4288741974,1,"IMPULSE MERCHANDISE",337
9,8455,"Saturday",81356601640,1,"IMPULSE MERCHANDISE",350
9,8455,"Saturday",4288741975,1,"IMPULSE MERCHANDISE",337
40,8459,"Saturday",7047043331,2,"DAIRY",1436
40,8459,"Saturday",7192180953,1,"FROZEN FOODS",9116
40,8459,"Saturday",7192100333,1,"FROZEN FOODS",9115
40,8459,"Saturday",68113107095,3,"BAKERY",4010
40,8459,"Saturday",3700087775,1,"PERSONAL CARE",5050
40,8459,"Saturday",87398300002,2,"GROCERY DRY GOODS",2258
40,8459,"Saturday",6830568631,1,"PERSONAL CARE",603
40,8459,"Saturday",2200000488,1,"IMPULSE MERCHANDISE",135
40,8459,"Saturday",2100000014,1,"DAIRY",7956
40,8459,"Saturday",7874235202,1,"DAIRY",1515
40,8459,"Saturday",4610000683,1,"DAIRY",7953
40,8459,"Saturday",71785430551,1,"FROZEN FOODS",9704
40,8459,"Saturday",5100006276,1,"FROZEN FOODS",9704
40,8459,"Saturday",71785415100,1,"FROZEN FOODS",9704
40,8459,"Saturday",71785430501,1,"FROZEN FOODS",9704
40,8459,"Saturday",2113150475,1,"FROZEN FOODS",1901
40,8459,"Saturday",7684010132,1,"FROZEN FOODS",9151
40,8459,"Saturday",7047043548,2,"DAIRY",1436
40,8459,"Saturday",7047074315,1,"DAIRY",1436
40,8459,"Saturday",3800093772,1,"GROCERY DRY GOODS",3600
40,8459,"Saturday",7684010015,1,"FROZEN FOODS",9151
40,8459,"Saturday",7047044579,2,"DAIRY",1436
40,8459,"Saturday",4011,1,"PRODUCE",5501
40,8459,"Saturday",2113150645,1,"FROZEN FOODS",1901
40,8459,"Saturday",2113180037,2,"FROZEN FOODS",1901
40,8459,"Saturday",7192137760,1,"FROZEN FOODS",9116
37,8461,"Saturday",1121000015,1,"GROCERY DRY GOODS",2219
37,8461,"Saturday",4147,1,"PRODUCE",1264
37,8461,"Saturday",4650073332,1,"HOUSEHOLD CHEMICALS/SUPP",8910
37,8461,"Saturday",74815941667,1,"GROCERY DRY GOODS",2554
37,8461,"Saturday",2840042054,1,"IMPULSE MERCHANDISE",808
999,8462,"Saturday",79936608433,2,"MEDIA AND GAMING",7609
5,8463,"Saturday",5084452902,1,"PHARMACY OTC",1121
5,8463,"Saturday",7627500001,1,"PHARMACY OTC",3535
39,8465,"Saturday",30521011684,1,"PERSONAL CARE",3010
39,8465,"Saturday",880615609533,1,"LADIESWEAR",414
39,8465,"Saturday",60654192240,1,"DSD GROCERY",3856
39,8465,"Saturday",20154500000,1,"SERVICE DELI",8001
39,8465,"Saturday",2120057235,1,"HOUSEHOLD CHEMICALS/SUPP",9530
39,8465,"Saturday",8000049524,2,"GROCERY DRY GOODS",2906
39,8465,"Saturday",30997863400,2,"PERSONAL CARE",55
39,8465,"Saturday",4900000764,1,"DSD GROCERY",9546
39,8465,"Saturday",5200033775,1,"DSD GROCERY",4608
39,8465,"Saturday",1258778384,1,"HOUSEHOLD PAPER GOODS",235
39,8465,"Saturday",7001117477,1,"LADIES SOCKS",3052
39,8465,"Saturday",3700086224,1,"INFANT CONSUMABLE HARDLINES",272
8,8469,"Saturday",3400000221,1,"IMPULSE MERCHANDISE",115
8,8469,"Saturday",4900000116,2,"DSD GROCERY",9537
3,8470,"Saturday",68113107939,1,"FINANCIAL SERVICES",200
3,8470,"Saturday",60538887953,1,"FINANCIAL SERVICES",285
9,8473,"Saturday",64600722088,1,"BRAS & SHAPEWEAR",2062
39,8474,"Saturday",4145743776,1,"PERSONAL CARE",5112
39,8474,"Saturday",68113173208,1,"PHARMACY OTC",1542
39,8474,"Saturday",7467664411,1,"PHARMACY OTC",3032
39,8474,"Saturday",4812129208,1,"COMM BREAD",3719
39,8474,"Saturday",7940076380,1,"PERSONAL CARE",1
39,8474,"Saturday",4820101892,1,"PERSONAL CARE",8101
8,8476,"Saturday",4740065040,1,"PERSONAL CARE",1401
39,8481,"Saturday",30041010129,1,"PERSONAL CARE",605
39,8481,"Saturday",81829001453,1,"DAIRY",1433
39,8481,"Saturday",2200001110,1,"CANDY, TOBACCO, COOKIES",707
39,8481,"Saturday",31254742261,1,"PERSONAL CARE",801
39,8481,"Saturday",61076438588,1,"PHARMACY OTC",523
39,8481,"Saturday",7874204909,1,"HOUSEHOLD PAPER GOODS",5550
39,8481,"Saturday",1300000113,1,"GROCERY DRY GOODS",2350
39,8481,"Saturday",3400000246,1,"IMPULSE MERCHANDISE",100
39,8481,"Saturday",3700080068,1,"HOUSEHOLD CHEMICALS/SUPP",2090
39,8481,"Saturday",3890000818,1,"DSD GROCERY",4641
39,8481,"Saturday",2740022402,1,"DAIRY",1252
39,8481,"Saturday",7874235201,1,"DAIRY",1515
40,8484,"Saturday",3400056002,1,"CANDY, TOBACCO, COOKIES",28
40,8484,"Saturday",4093,1,"PRODUCE",4008
40,8484,"Saturday",68113102789,1,"PRODUCE",7009
40,8484,"Saturday",7874205463,1,"PRODUCE",38
40,8484,"Saturday",3160404065,1,"PHARMACY OTC",1002
40,8484,"Saturday",7046200133,1,"CANDY, TOBACCO, COOKIES",97
40,8484,"Saturday",6414403135,1,"GROCERY DRY GOODS",4406
40,8484,"Saturday",3160402959,1,"PHARMACY OTC",951
40,8484,"Saturday",60538871457,1,"DAIRY",9100
40,8484,"Saturday",88828940068,1,"PRODUCE",1218
40,8484,"Saturday",8427998853,1,"LIQUOR,WINE,BEER",2603
40,8484,"Saturday",4688,1,"PRODUCE",8103
40,8484,"Saturday",5210002740,1,"GROCERY DRY GOODS",4252
40,8484,"Saturday",76180905510,1,"PERSONAL CARE",6129
40,8484,"Saturday",4450033905,1,"PRE PACKED DELI",7252
40,8484,"Saturday",7874201828,1,"DSD GROCERY",3563
40,8484,"Saturday",68113109790,1,"PRODUCE",4073
40,8484,"Saturday",3700091242,1,"HOUSEHOLD CHEMICALS/SUPP",8969
40,8484,"Saturday",7464100287,1,"PRODUCE",5964
40,8484,"Saturday",4166703626,1,"DSD GROCERY",3740
40,8484,"Saturday",5410722101,1,"PRODUCE",3108
40,8484,"Saturday",22008900000,1,"MEAT - FRESH & FROZEN",6025
40,8484,"Saturday",7225003706,1,"COMM BREAD",3702
40,8484,"Saturday",4011,1,"PRODUCE",5501
40,8484,"Saturday",68113192552,1,"HOUSEHOLD PAPER GOODS",5550
40,8484,"Saturday",3700032010,1,"HOUSEHOLD CHEMICALS/SUPP",8945
40,8484,"Saturday",2700037896,2,"GROCERY DRY GOODS",2831
40,8484,"Saturday",7874207276,1,"GROCERY DRY GOODS",3106
40,8484,"Saturday",7874211700,1,"DAIRY",1404
40,8484,"Saturday",7539102940,1,"SEAFOOD",1027
40,8484,"Saturday",5300000990,1,"DAIRY",7958
40,8484,"Saturday",4470007014,1,"PRE PACKED DELI",7554
40,8484,"Saturday",3107,1,"PRODUCE",103
40,8484,"Saturday",3338365020,1,"PRODUCE",7501
40,8484,"Saturday",22616700000,1,"MEAT - FRESH & FROZEN",3742
40,8484,"Saturday",68113102405,1,"PHARMACY OTC",1356
40,8484,"Saturday",7874235191,1,"DSD GROCERY",9208
40,8484,"Saturday",7874235191,1,"DSD GROCERY",9208
30,8488,"Saturday",9808777086,1,"JEWELRY AND SUNGLASSES",1530
30,8488,"Saturday",60125008970,1,"JEWELRY AND SUNGLASSES",1530
999,8493,"Saturday",60538819035,1,"FINANCIAL SERVICES",1000
7,8494,"Saturday",2840033727,1,"DSD GROCERY",8251
7,8494,"Saturday",4400003628,1,"DSD GROCERY",3605
7,8494,"Saturday",1312000484,1,"FROZEN FOODS",1801
7,8494,"Saturday",2370002686,1,"FROZEN FOODS",4061
7,8494,"Saturday",7874204880,1,"HOUSEHOLD PAPER GOODS",5550
7,8494,"Saturday",5150016948,1,"GROCERY DRY GOODS",4408
7,8494,"Saturday",2370001866,1,"FROZEN FOODS",4061
7,8494,"Saturday",1312001261,1,"FROZEN FOODS",1801
8,8497,"Saturday",4391755374,1,"PERSONAL CARE",7018
39,8501,"Saturday",7680851798,1,"GROCERY DRY GOODS",3853
39,8501,"Saturday",60538813691,1,"SHOES",6396
39,8501,"Saturday",4132126146,1,"GROCERY DRY GOODS",2453
39,8501,"Saturday",60538816713,1,"SHOES",3215
39,8501,"Saturday",2570071165,1,"HOUSEHOLD PAPER GOODS",6206
39,8501,"Saturday",3700086211,1,"INFANT CONSUMABLE HARDLINES",212
39,8501,"Saturday",7169148913,1,"HOME MANAGEMENT",8955
39,8501,"Saturday",2733100217,1,"DAIRY",7962
39,8501,"Saturday",5300000678,1,"DAIRY",7958
39,8501,"Saturday",7874211771,1,"GROCERY DRY GOODS",2301
39,8501,"Saturday",4011,1,"PRODUCE",5501
39,8501,"Saturday",78035378403,1,"PRODUCE",3601
39,8501,"Saturday",7874237171,2,"GROCERY DRY GOODS",3556
39,8501,"Saturday",7225003706,1,"COMM BREAD",3702
39,8501,"Saturday",7874243267,1,"FROZEN FOODS",1752
39,8501,"Saturday",4510006061,1,"DSD GROCERY",4305
39,8501,"Saturday",22620700000,1,"MEAT - FRESH & FROZEN",1903
39,8502,"Saturday",4200015115,1,"HOUSEHOLD PAPER GOODS",5030
39,8502,"Saturday",2840000210,2,"DSD GROCERY",9266
39,8502,"Saturday",2840008936,1,"DSD GROCERY",9267
39,8502,"Saturday",80033810103,1,"SERVICE DELI",3005
39,8502,"Saturday",1820053030,1,"LIQUOR,WINE,BEER",105
39,8502,"Saturday",7192162052,1,"FROZEN FOODS",9116
39,8502,"Saturday",7192115652,1,"FROZEN FOODS",9116
39,8502,"Saturday",7192137760,1,"FROZEN FOODS",9116
37,8503,"Saturday",3040077852,1,"HOUSEHOLD PAPER GOODS",3006
37,8503,"Saturday",3338311010,1,"PRODUCE",108
37,8503,"Saturday",7488768340,1,"HOUSEHOLD PAPER GOODS",4863
37,8503,"Saturday",3338340010,1,"PRODUCE",6201
37,8503,"Saturday",5400036922,1,"HOUSEHOLD PAPER GOODS",1012
27,8504,"Saturday",4011,1,"PRODUCE",5501
27,8504,"Saturday",7226416150,1,"LAWN AND GARDEN",402
27,8504,"Saturday",2471930533,3,"HORTICULTURE AND ACCESS",8530
27,8504,"Saturday",68113102665,2,"HORTICULTURE AND ACCESS",7900
27,8504,"Saturday",4656117978,1,"LAWN AND GARDEN",1748
27,8504,"Saturday",7515111070,1,"LAWN AND GARDEN",233
27,8504,"Saturday",31074202672,1,"BEAUTY",4650
27,8504,"Saturday",3224786524,2,"LAWN AND GARDEN",5633
27,8504,"Saturday",2650902060,1,"LAWN AND GARDEN",222
27,8504,"Saturday",1780057011,1,"PETS AND SUPPLIES",240
27,8504,"Saturday",2253206766,4,"HORTICULTURE AND ACCESS",7343
27,8504,"Saturday",85735000359,1,"LAWN AND GARDEN",2602
27,8504,"Saturday",2471931241,3,"HORTICULTURE AND ACCESS",8395
36,8506,"Saturday",7301000923,1,"PHARMACY OTC",264
36,8506,"Saturday",1500007703,1,"INFANT CONSUMABLE HARDLINES",3153
36,8506,"Saturday",1500007715,1,"INFANT CONSUMABLE HARDLINES",3153
36,8506,"Saturday",7940038057,1,"PERSONAL CARE",9101
36,8506,"Saturday",1500007727,2,"INFANT CONSUMABLE HARDLINES",3153
36,8506,"Saturday",3500074543,1,"PERSONAL CARE",203
36,8506,"Saturday",7050106110,1,"BEAUTY",4510
36,8506,"Saturday",1500007706,1,"INFANT CONSUMABLE HARDLINES",3153
36,8506,"Saturday",1500007714,2,"INFANT CONSUMABLE HARDLINES",3153
36,8506,"Saturday",1500007700,1,"INFANT CONSUMABLE HARDLINES",3153
36,8506,"Saturday",1500007712,2,"INFANT CONSUMABLE HARDLINES",3153
36,8506,"Saturday",7007457601,1,"INFANT CONSUMABLE HARDLINES",706
36,8506,"Saturday",38151902277,1,"PERSONAL CARE",5026
36,8506,"Saturday",1500004731,1,"INFANT CONSUMABLE HARDLINES",3163
36,8506,"Saturday",31011903222,1,"PERSONAL CARE",9109
36,8506,"Saturday",7666616523,1,"TOYS",5330
36,8506,"Saturday",1500000596,1,"INFANT CONSUMABLE HARDLINES",3163
36,8506,"Saturday",38151902282,1,"PERSONAL CARE",5043
999,8508,"Saturday",63205102231,-1,"COOK AND DINE",583
37,8509,"Saturday",78035378403,1,"PRODUCE",3601
37,8509,"Saturday",5410722101,2,"PRODUCE",3108
37,8509,"Saturday",22628200000,1,"SERVICE DELI",8013
28,8511,"Saturday",7825730404,1,"SPORTING GOODS",5805
28,8511,"Saturday",7572425199,1,"PERSONAL CARE",6121
28,8511,"Saturday",84417802722,1,"BEDDING",2387
28,8511,"Saturday",84417801919,1,"BEDDING",4205
28,8511,"Saturday",3408663825,2,"BEDDING",6015
5,8512,"Saturday",60538899553,1,"OPTICAL - LENSES",3805
27,8517,"Saturday",7874209357,1,"PHARMACY OTC",3516
27,8517,"Saturday",68113118722,1,"PHARMACY OTC",1352
27,8517,"Saturday",8686108435,1,"LAWN AND GARDEN",4801
27,8517,"Saturday",68113106837,1,"PHARMACY OTC",3516
27,8517,"Saturday",8686114109,2,"LAWN AND GARDEN",4807
27,8517,"Saturday",8686113007,3,"LAWN AND GARDEN",4802
37,8518,"Saturday",68113107862,1,"BAKERY",5017
37,8518,"Saturday",3400013410,1,"IMPULSE MERCHANDISE",125
37,8518,"Saturday",20154500000,1,"SERVICE DELI",8001
37,8518,"Saturday",30869110610,1,"PHARMACY OTC",3533
37,8518,"Saturday",7003030410,1,"PHARMACY OTC",1101
37,8518,"Saturday",64598100025,1,"PHARMACY OTC",4081
7,8520,"Saturday",4300000953,1,"FROZEN FOODS",2051
15,8522,"Saturday",64541675016,1,"CELEBRATION",801
15,8522,"Saturday",7940011575,1,"PERSONAL CARE",5280
15,8522,"Saturday",89764000214,1,"BEAUTY",6060
15,8522,"Saturday",64541680812,1,"CELEBRATION",501
15,8522,"Saturday",64541671271,1,"CELEBRATION",505
999,8523,"Saturday",60538812238,-1,"FINANCIAL SERVICES",279
7,8524,"Saturday",20108700000,1,"SERVICE DELI",8014
7,8524,"Saturday",20608200000,1,"SERVICE DELI",8026
30,8525,"Saturday",9808778814,1,"JEWELRY AND SUNGLASSES",1601
8,8533,"Saturday",4110000438,1,"INFANT CONSUMABLE HARDLINES",2119
999,8534,"Saturday",68113178252,1,"FINANCIAL SERVICES",280
999,8534,"Saturday",68113178251,1,"FINANCIAL SERVICES",281
24,8536,"Saturday",84110100530,1,"FURNITURE",5615
40,8540,"Saturday",7458405064,1,"DSD GROCERY",4641
40,8540,"Saturday",5250006714,1,"GROCERY DRY GOODS",2452
40,8540,"Saturday",7225006550,1,"COMM BREAD",3728
40,8540,"Saturday",7225006540,2,"COMM BREAD",3728
40,8540,"Saturday",7874222803,1,"GROCERY DRY GOODS",4451
40,8540,"Saturday",8084408526,3,"COOK AND DINE",2035
40,8540,"Saturday",7279000031,1,"PERSONAL CARE",6118
40,8540,"Saturday",7874235191,2,"DSD GROCERY",9208
40,8540,"Saturday",3151,1,"PRODUCE",7801
40,8540,"Saturday",2840042210,1,"DSD GROCERY",9257
40,8540,"Saturday",8427997763,1,"LIQUOR,WINE,BEER",2500
40,8540,"Saturday",68113132896,1,"PRODUCE",7070
40,8540,"Saturday",7874213637,1,"GROCERY DRY GOODS",2302
40,8540,"Saturday",4610000114,2,"DAIRY",7960
40,8540,"Saturday",20990200000,1,"SERVICE DELI",6015
40,8540,"Saturday",20990400000,1,"SERVICE DELI",6015
40,8540,"Saturday",3700074079,1,"PHARMACY OTC",2207
40,8540,"Saturday",78035378403,1,"PRODUCE",3601
40,8540,"Saturday",38137004023,1,"INFANT CONSUMABLE HARDLINES",2105
40,8540,"Saturday",7874209522,1,"DSD GROCERY",3563
40,8540,"Saturday",4300095117,1,"DSD GROCERY",4627
40,8540,"Saturday",4300004582,4,"DSD GROCERY",4628
40,8540,"Saturday",85966000440,1,"GROCERY DRY GOODS",2452
40,8540,"Saturday",1864325608,1,"COOK AND DINE",2061
39,8543,"Saturday",20577400000,1,"SERVICE DELI",8015
39,8543,"Saturday",4400008842,1,"DSD GROCERY",3630
39,8543,"Saturday",4400002534,5,"DSD GROCERY",2758
39,8543,"Saturday",4588822276,4,"OFFICE SUPPLIES",3601
39,8543,"Saturday",68113107862,1,"BAKERY",5017
39,8543,"Saturday",84703716461,1,"OFFICE SUPPLIES",4443
42,8546,"Saturday",67341921244,1,"TOYS",2303
42,8546,"Saturday",3400000669,1,"IMPULSE MERCHANDISE",145
42,8546,"Saturday",4515588902,1,"FABRICS AND CRAFTS",2603
42,8546,"Saturday",76594052108,1,"FABRICS AND CRAFTS",2655
9,8548,"Saturday",6700888967,1,"CELEBRATION",121
9,8555,"Saturday",4467720470,1,"INFANT CONSUMABLE HARDLINES",1007
25,8557,"Saturday",1326260930,1,"GIRLS WEAR, 4-6X  AND 7-14",800
25,8557,"Saturday",1326260895,1,"GIRLS WEAR, 4-6X  AND 7-14",800
25,8557,"Saturday",88851063252,1,"GIRLS WEAR, 4-6X  AND 7-14",125
25,8557,"Saturday",1326261039,1,"GIRLS WEAR, 4-6X  AND 7-14",1511
25,8557,"Saturday",1326261034,1,"GIRLS WEAR, 4-6X  AND 7-14",1511
8,8558,"Saturday",72201100004,1,"BOOKS AND MAGAZINES",777
8,8558,"Saturday",7459050949,1,"PERSONAL CARE",7015
28,8559,"Saturday",2863267095,1,"SPORTING GOODS",301
40,8562,"Saturday",4800121348,1,"GROCERY DRY GOODS",2452
40,8562,"Saturday",4222226806,1,"MEAT - FRESH & FROZEN",6503
40,8562,"Saturday",25107300000,1,"MEAT - FRESH & FROZEN",9328
40,8562,"Saturday",60538871457,1,"DAIRY",9100
40,8562,"Saturday",7482064563,1,"BOOKS AND MAGAZINES",8204
40,8562,"Saturday",7874235200,1,"DAIRY",1515
40,8562,"Saturday",7874214813,1,"COMM BREAD",3713
40,8562,"Saturday",2400003409,1,"GROCERY DRY GOODS",2764
40,8562,"Saturday",930000007,1,"GROCERY DRY GOODS",2503
40,8562,"Saturday",68113132894,1,"PRODUCE",7002
40,8562,"Saturday",7874237160,1,"GROCERY DRY GOODS",3122
40,8562,"Saturday",7874203004,1,"HOUSEHOLD CHEMICALS/SUPP",130
40,8562,"Saturday",4062,1,"PRODUCE",8104
40,8562,"Saturday",4400002734,1,"DSD GROCERY",2651
40,8562,"Saturday",7874221000,1,"GROCERY DRY GOODS",4402
40,8562,"Saturday",2840018734,1,"DSD GROCERY",3658
40,8562,"Saturday",5200012176,1,"DSD GROCERY",4607
40,8562,"Saturday",7680000691,1,"DAIRY",8004
40,8562,"Saturday",2840007848,1,"IMPULSE MERCHANDISE",807
40,8562,"Saturday",68113132946,1,"PRODUCE",6810
40,8562,"Saturday",4011,1,"PRODUCE",5501
40,8562,"Saturday",2265571555,1,"MEAT - FRESH & FROZEN",6158
40,8562,"Saturday",4178900211,2,"GROCERY DRY GOODS",3105
40,8562,"Saturday",4827,1,"PRODUCE",4160
40,8562,"Saturday",22635000000,1,"MEAT - FRESH & FROZEN",6573
40,8562,"Saturday",4300020475,2,"GROCERY DRY GOODS",4306
40,8562,"Saturday",2560000786,1,"COMM BREAD",6151
40,8562,"Saturday",7874205856,1,"GROCERY DRY GOODS",3100
40,8562,"Saturday",1340991810,1,"GROCERY DRY GOODS",2351
40,8562,"Saturday",7874298761,1,"BAKERY",5017
40,8562,"Saturday",22591100000,1,"MEAT - FRESH & FROZEN",6300
40,8562,"Saturday",20556100000,1,"MEAT - FRESH & FROZEN",6538
38,8564,"Saturday",2500005416,1,"DAIRY",1404
38,8564,"Saturday",7871545607,1,"LADIESWEAR",177
38,8564,"Saturday",7871550999,1,"LADIESWEAR",177
38,8564,"Saturday",9729802565,1,"IMPULSE MERCHANDISE",16
38,8564,"Saturday",880619230036,1,"GIRLS WEAR, 4-6X  AND 7-14",103
38,8564,"Saturday",4133104947,1,"GROCERY DRY GOODS",4291
